Ticker,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,FILINGMANAGER_NAME,date
URI,142964,819279,SH,,NORGES BANK,2020-11-10
USM,4520,153081,SH,,NORGES BANK,2020-11-10
USFD,55793,2510920,SH,,NORGES BANK,2020-11-10
X,18091,2464663,SH,,NORGES BANK,2020-11-10
UTHR,40855,404506,SH,,NORGES BANK,2020-11-10
UNH,3010079,9654807,SH,,NORGES BANK,2020-11-10
UNIT,30716,2915626,SH,,NORGES BANK,2020-11-10
U,126226,1446221,SH,,NORGES BANK,2020-11-10
91336L107,42909,2542023,SH,,NORGES BANK,2020-11-10
IMAX,12716,1063218,SH,,NORGES BANK,2020-11-10
452907108,196959,2316348,SH,,NORGES BANK,2020-11-10
NARI,594,8611,SH,,NORGES BANK,2020-11-10
INCY,168428,1876840,SH,,NORGES BANK,2020-11-10
INDB,18161,346721,SH,,NORGES BANK,2020-11-10
IBTX,18065,408889,SH,,NORGES BANK,2020-11-10
IR,115717,3250481,SH,,NORGES BANK,2020-11-10
NGVT,24921,504067,SH,,NORGES BANK,2020-11-10
INGR,60986,805837,SH,,NORGES BANK,2020-11-10
45720L107,180,10000,SH,,NORGES BANK,2020-11-10
NSIT,28658,506497,SH,,NORGES BANK,2020-11-10
INSM,40290,1253573,SH,,NORGES BANK,2020-11-10
IOSP,21762,343686,SH,,NORGES BANK,2020-11-10
45772F107,40549,361242,SH,,NORGES BANK,2020-11-10
INSP,31382,243178,SH,,NORGES BANK,2020-11-10
45773H201,16524,1424463,SH,,NORGES BANK,2020-11-10
IIIN,1106,59132,SH,,NORGES BANK,2020-11-10
NSP,31677,483690,SH,,NORGES BANK,2020-11-10
INGN,15526,535375,SH,,NORGES BANK,2020-11-10
IBP,23395,229927,SH,,NORGES BANK,2020-11-10
INVA,8529,816168,SH,,NORGES BANK,2020-11-10
PODD,133199,562995,SH,,NORGES BANK,2020-11-10
IART,29674,628413,SH,,NORGES BANK,2020-11-10
INTC,2333239,45060619,SH,,NORGES BANK,2020-11-10
ITGR,27614,467952,SH,,NORGES BANK,2020-11-10
IPAR,9610,257284,SH,,NORGES BANK,2020-11-10
IBKR,31669,655260,SH,,NORGES BANK,2020-11-10
45845P108,7112,171545,SH,,NORGES BANK,2020-11-10
TILE,1160,189613,SH,,NORGES BANK,2020-11-10
ICE,502480,5022286,SH,,NORGES BANK,2020-11-10
IDCC,24153,423299,SH,,NORGES BANK,2020-11-10
IBOC,20423,783691,SH,,NORGES BANK,2020-11-10
IBM,1049021,8621854,SH,,NORGES BANK,2020-11-10
IFF,66314,538349,SH,,NORGES BANK,2020-11-10
IP,171733,4236147,SH,,NORGES BANK,2020-11-10
IPG,54189,3250701,SH,,NORGES BANK,2020-11-10
46071F103,925,56700,SH,,NORGES BANK,2020-11-10
ITCI,8997,350623,SH,,NORGES BANK,2020-11-10
INTU,802219,2459209,SH,,NORGES BANK,2020-11-10
ISRG,725996,1023192,SH,,NORGES BANK,2020-11-10
46131B100,3932,1451005,SH,,NORGES BANK,2020-11-10
46146L101,18519,2550833,SH,,NORGES BANK,2020-11-10
461730509,10931,167734,SH,,NORGES BANK,2020-11-10
46185L103,66888,1542984,SH,,NORGES BANK,2020-11-10
INVH,132900,4748139,SH,,NORGES BANK,2020-11-10
IONS,40983,863716,SH,,NORGES BANK,2020-11-10
IOVA,50373,1530154,SH,,NORGES BANK,2020-11-10
IQV,280066,1776733,SH,,NORGES BANK,2020-11-10
IQ,64507,2856808,SH,,NORGES BANK,2020-11-10
IRDM,27936,1092089,SH,,NORGES BANK,2020-11-10
IRBT,36937,486648,SH,,NORGES BANK,2020-11-10
IRM,77372,2888094,SH,,NORGES BANK,2020-11-10
IRWD,18461,2052390,SH,,NORGES BANK,2020-11-10
ITOS,1308,53000,SH,,NORGES BANK,2020-11-10
ITRI,23333,384143,SH,,NORGES BANK,2020-11-10
JBGS,313239,11714255,SH,,NORGES BANK,2020-11-10
YY,62053,769221,SH,,NORGES BANK,2020-11-10
JJSF,25278,193862,SH,,NORGES BANK,2020-11-10
JPM,2557264,26563460,SH,,NORGES BANK,2020-11-10
JBL,58380,1704035,SH,,NORGES BANK,2020-11-10
JACK,24604,310223,SH,,NORGES BANK,2020-11-10
JAMF,3526,93750,SH,,NORGES BANK,2020-11-10
JD,883575,11384815,SH,,NORGES BANK,2020-11-10
JEF,49124,2729092,SH,,NORGES BANK,2020-11-10
JELD,20667,914477,SH,,NORGES BANK,2020-11-10
JBLU,13199,1164953,SH,,NORGES BANK,2020-11-10
JKS,11673,293575,SH,,NORGES BANK,2020-11-10
OLED,103635,573392,SH,,NORGES BANK,2020-11-10
UHT,9311,163385,SH,,NORGES BANK,2020-11-10
UHS,80444,751672,SH,,NORGES BANK,2020-11-10
UNM,49357,2932687,SH,,NORGES BANK,2020-11-10
UPWK,28559,1637550,SH,,NORGES BANK,2020-11-10
URBN,19801,951524,SH,,NORGES BANK,2020-11-10
UE,15406,1585021,SH,,NORGES BANK,2020-11-10
917286205,534,58051,SH,,NORGES BANK,2020-11-10
91734M103,8712,266680,SH,,NORGES BANK,2020-11-10
VFC,240773,3427369,SH,,NORGES BANK,2020-11-10
91823Y109,490,55000,SH,,NORGES BANK,2020-11-10
MTN,77407,361765,SH,,NORGES BANK,2020-11-10
VLO,192709,4448502,SH,,NORGES BANK,2020-11-10
VLY,23246,3393526,SH,,NORGES BANK,2020-11-10
VMI,39504,318122,SH,,NORGES BANK,2020-11-10
VVV,39599,2079762,SH,,NORGES BANK,2020-11-10
VREX,7942,624407,SH,,NORGES BANK,2020-11-10
92220P105,142940,831048,SH,,NORGES BANK,2020-11-10
VRNS,36576,316895,SH,,NORGES BANK,2020-11-10
PCVX,988,20000,SH,,NORGES BANK,2020-11-10
VEEV,385953,1372570,SH,,NORGES BANK,2020-11-10
VTR,171567,4088813,SH,,NORGES BANK,2020-11-10
92336X109,18444,1254726,SH,,NORGES BANK,2020-11-10
92339V100,76477,11765661,SH,,NORGES BANK,2020-11-10
VRSN,212409,1036900,SH,,NORGES BANK,2020-11-10
VZ,2410482,40519114,SH,,NORGES BANK,2020-11-10
VRNT,39964,829476,SH,,NORGES BANK,2020-11-10
923454102,1203,95016,SH,,NORGES BANK,2020-11-10
VRSK,261638,1411892,SH,,NORGES BANK,2020-11-10
VCEL,2040,110100,SH,,NORGES BANK,2020-11-10
VET,1298,555995,SH,,NORGES BANK,2020-11-10
VRRM,14579,1509196,SH,,NORGES BANK,2020-11-10
VRTX,778877,2862254,SH,,NORGES BANK,2020-11-10
VERX,6736,292857,SH,,NORGES BANK,2020-11-10
VVI,531,25502,SH,,NORGES BANK,2020-11-10
VSAT,25352,737197,SH,,NORGES BANK,2020-11-10
VIAV,33158,2826773,SH,,NORGES BANK,2020-11-10
PARA,168768,6025259,SH,,NORGES BANK,2020-11-10
VICI,111560,4773644,SH,,NORGES BANK,2020-11-10
VICR,14330,184362,SH,,NORGES BANK,2020-11-10
926613100,6566,233833,SH,,NORGES BANK,2020-11-10
VIPS,79389,5076033,SH,,NORGES BANK,2020-11-10
VIR,21948,639338,SH,,NORGES BANK,2020-11-10
92766K106,11787,612971,SH,,NORGES BANK,2020-11-10
VIRT,17007,739121,SH,,NORGES BANK,2020-11-10
V,3062079,15312693,SH,,NORGES BANK,2020-11-10
92827P102,30992,630439,SH,,NORGES BANK,2020-11-10
VRTS,11986,86445,SH,,NORGES BANK,2020-11-10
G54050102,45748,1384206,SH,,NORGES BANK,2020-11-10
G5480U104,72890,3469298,SH,,NORGES BANK,2020-11-10
G5480U120,86708,4222469,SH,,NORGES BANK,2020-11-10
G5494J103,2365357,10030921,SH,,NORGES BANK,2020-11-10
G5509L101,31416,694885,SH,,NORGES BANK,2020-11-10
G5785G107,239,246002,SH,,NORGES BANK,2020-11-10
G5876H105,243003,6120991,SH,,NORGES BANK,2020-11-10
G5960L103,1459065,14040276,SH,,NORGES BANK,2020-11-10
G59665102,6028,455319,SH,,NORGES BANK,2020-11-10
G6095L109,403038,4396142,SH,,NORGES BANK,2020-11-10
G637AM102,21462,1527540,SH,,NORGES BANK,2020-11-10
G6518L108,75405,5317674,SH,,NORGES BANK,2020-11-10
G6564A105,42744,1677552,SH,,NORGES BANK,2020-11-10
G66721104,103963,6076181,SH,,NORGES BANK,2020-11-10
G6674U108,92047,826947,SH,,NORGES BANK,2020-11-10
G6700G107,35008,1978953,SH,,NORGES BANK,2020-11-10
G68707101,6527,173095,SH,,NORGES BANK,2020-11-10
G7496G103,97456,574149,SH,,NORGES BANK,2020-11-10
G7709Q104,30390,722363,SH,,NORGES BANK,2020-11-10
G7738W106,7540,1006648,SH,,NORGES BANK,2020-11-10
171871502,21066000,1378650,SH,,UBS OCONNOR LLC,2020-12-31
278265103,67732000,997072,SH,,UBS OCONNOR LLC,2020-12-31
GNW,3078000,814250,SH,,UBS OCONNOR LLC,2020-12-31
400110102,177526000,2390271,SH,,UBS OCONNOR LLC,2020-12-31
63934E108,60128000,1367821,SH,,UBS OCONNOR LLC,2020-12-31
75606N109,35518000,407125,SH,,UBS OCONNOR LLC,2020-12-31
83088V102,250566000,5931958,SH,,UBS OCONNOR LLC,2020-12-31
21871D103,53197000,786138,SH,,UBS OCONNOR LLC,2020-09-30
57772K101,116951000,1729774,SH,,UBS OCONNOR LLC,2020-09-30
63934E108,55299000,1270059,SH,,UBS OCONNOR LLC,2020-09-30
AZUL,128320,16020,SH,,Provida Pension Fund Administrator,2022-11-15
BSBR,90411,16116,SH,,Provida Pension Fund Administrator,2022-11-15
CX,342057,100605,SH,,Provida Pension Fund Administrator,2022-11-15
CEPU,364100,85070,SH,,Provida Pension Fund Administrator,2022-11-15
KOF,189265,3266,SH,,Provida Pension Fund Administrator,2022-11-15
ASHR,80723281,2934325,SH,,Provida Pension Fund Administrator,2022-11-15
GGB,389222,88661,SH,,Provida Pension Fund Administrator,2022-11-15
SUPV,5664,3293,SH,,Provida Pension Fund Administrator,2022-11-15
EWZ,23381803,807104,SH,,Provida Pension Fund Administrator,2022-11-15
ALB,18695736,70433,SH,,Provida Pension Fund Administrator,2022-11-15
G2519Y108,619490,5055,SH,,Provida Pension Fund Administrator,2022-11-15
EZU,17906650,559408,SH,,Provida Pension Fund Administrator,2022-11-15
ECH,15479380,643901,SH,,Provida Pension Fund Administrator,2022-11-15
EWY,33189052,687856,SH,,Provida Pension Fund Administrator,2022-11-15
EWG,3823797,193512,SH,,Provida Pension Fund Administrator,2022-11-15
XLV,88657056,721963,SH,,Provida Pension Fund Administrator,2022-11-15
EWH,16134867,884587,SH,,Provida Pension Fund Administrator,2022-11-15
ILF,23328033,992260,SH,,Provida Pension Fund Administrator,2022-11-15
MCHI,37398135,872158,SH,,Provida Pension Fund Administrator,2022-11-15
IVV,185389270,508794,SH,,Provida Pension Fund Administrator,2022-11-15
IJR,349855997,3989236,SH,,Provida Pension Fund Administrator,2022-11-15
EMB,6923460,87000,SH,,Provida Pension Fund Administrator,2022-11-15
XLE,88086669,1213315,SH,,Provida Pension Fund Administrator,2022-11-15
AAXJ,5094257,86534,SH,,Provida Pension Fund Administrator,2022-11-15
IWM,3070415,18482,SH,,Provida Pension Fund Administrator,2022-11-15
XLP,909994,13400,SH,,Provida Pension Fund Administrator,2022-11-15
EUFN,31502534,2268001,SH,,Provida Pension Fund Administrator,2022-11-15
EWU,66689309,2547338,SH,,Provida Pension Fund Administrator,2022-11-15
XLI,5922555,70557,SH,,Provida Pension Fund Administrator,2022-11-15
VLUE,51645641,623589,SH,,Provida Pension Fund Administrator,2022-11-15
BBEU,29610717,733120,SH,,Provida Pension Fund Administrator,2022-11-15
IEMG,1134162,26272,SH,,Provida Pension Fund Administrator,2022-11-15
ESGU,20477571,254285,SH,,Provida Pension Fund Administrator,2022-11-15
SPY,123754925,341120,SH,,Provida Pension Fund Administrator,2022-11-15
LOMA,303037,48877,SH,,Provida Pension Fund Administrator,2022-11-15
PAM,289446,12541,SH,,Provida Pension Fund Administrator,2022-11-15
XLF,21274884,694350,SH,,Provida Pension Fund Administrator,2022-11-15
GXC,23536371,330196,SH,,Provida Pension Fund Administrator,2022-11-15
SPYG,3199505,62760,SH,,Provida Pension Fund Administrator,2022-11-15
EWJ,3612876,73343,SH,,Provida Pension Fund Administrator,2022-11-15
SUZ,21344,2668,SH,,Provida Pension Fund Administrator,2022-11-15
92189F403,4679833,828289,SH,,Provida Pension Fund Administrator,2022-11-15
VWO,649827,17784,SH,,Provida Pension Fund Administrator,2022-11-15
VOO,218172540,654426,SH,,Provida Pension Fund Administrator,2022-11-15
VUG,953479,4382,SH,,Provida Pension Fund Administrator,2022-11-15
VB,1507583,8764,SH,,Provida Pension Fund Administrator,2022-11-15
LQD,87354855,850500,SH,,Provida Pension Fund Administrator,2022-11-15
VTI,80659824,443332,SH,,Provida Pension Fund Administrator,2022-11-15
VTV,450926673,3607702,SH,,Provida Pension Fund Administrator,2022-11-15
GDX,92533,3906,SH,,Provida Pension Fund Administrator,2022-11-15
INDA,50066013,1237420,SH,,Provida Pension Fund Administrator,2022-11-15
EWW,3713200,82810,SH,,Provida Pension Fund Administrator,2022-11-15
EWT,34164344,786291,SH,,Provida Pension Fund Administrator,2022-11-15
XLK,421549,3481,SH,,Provida Pension Fund Administrator,2022-11-15
BBJP,27327713,662490,SH,,Provida Pension Fund Administrator,2022-11-15
QUAL,28333,268,SH,,Provida Pension Fund Administrator,2022-11-15
P31076105,1057330,15807,SH,,Provida Pension Fund Administrator,2022-11-15
AEF,136142,26031,SH,,Provida Pension Fund Administrator,2022-11-15
YPF,11022,1772,SH,,Provida Pension Fund Administrator,2022-11-15
BRFS,118457,49357,SH,,Provida Pension Fund Administrator,2022-11-15
JNK,653050,7400,SH,,Provida Pension Fund Administrator,2022-11-15
FMX,232327,3790,SH,,Provida Pension Fund Administrator,2022-11-15
ABEV,14597,5104,SH,,Provida Pension Fund Administrator,2022-11-15
EEM,147392,4210,SH,,Provida Pension Fund Administrator,2022-11-15
PBR,109260,9000,SH,,Provida Pension Fund Administrator,2022-11-15
87105L104,16845,500000,SH,,Davidson Kempner Capital Management LP,2022-11-14
98936J101,115432,1516843,SH,,Davidson Kempner Capital Management LP,2022-11-14
862121100,1589,50717,SH,,Davidson Kempner Capital Management LP,2022-11-14
87105L104,27186,811513,SH,,Davidson Kempner Capital Management LP,2022-08-15
98936J101,83814,1131556,SH,,Davidson Kempner Capital Management LP,2022-08-15
040047607,70801692,761800,SH,,HBK INVESTMENTS L P,2023-02-14
G0684D107,228316919,2743465,SH,,HBK INVESTMENTS L P,2023-02-14
156782104,197813100,2130000,SH,,HBK INVESTMENTS L P,2023-02-14
23283R100,282618000,3150000,SH,,HBK INVESTMENTS L P,2023-02-14
G6829J107,3850200,180000,SH,,HBK INVESTMENTS L P,2023-02-14
ROG,44548413,163181,SH,,HBK INVESTMENTS L P,2023-02-14
92886T201,125713887,6046844,SH,,HBK INVESTMENTS L P,2023-02-14
92886TAJ1,33388750,25000000,PRN,,HBK INVESTMENTS L P,2023-02-14
949090104,57048000,2400000,SH,,HBK INVESTMENTS L P,2023-02-14
05338G106,373196000,4065318,SH,,UBS OCONNOR LLC,2022-09-30
212015101,39825000,596111,SH,,UBS OCONNOR LLC,2022-09-30
90184L102,141976000,3238528,SH,,UBS OCONNOR LLC,2022-09-30
98936J101,456380000,5997102,SH,,UBS OCONNOR LLC,2022-09-30
017175100,17640000,21175,SH,,UBS OCONNOR LLC,2022-06-30
15912K100,3785000,164150,SH,,UBS OCONNOR LLC,2022-06-30
22304C100,31055000,1496644,SH,,UBS OCONNOR LLC,2022-06-30
264411505,46086000,838654,SH,,UBS OCONNOR LLC,2022-06-30
36164Y101,11910000,380754,SH,,UBS OCONNOR LLC,2022-06-30
562662106,275649000,12632820,SH,,UBS OCONNOR LLC,2022-06-30
564563104,38896000,407507,SH,,UBS OCONNOR LLC,2022-06-30
ROG,466636000,1780443,SH,,UBS OCONNOR LLC,2022-06-30
87105L104,209835000,6263747,SH,,UBS OCONNOR LLC,2022-06-30
90184L102,106192000,2840112,SH,,UBS OCONNOR LLC,2022-06-30
98936J101,98143000,1325000,SH,,UBS OCONNOR LLC,2022-06-30
G11196105,283344000,1944564,SH,,UBS OCONNOR LLC,2022-06-30
G6518L108,126694000,5456261,SH,,UBS OCONNOR LLC,2022-06-30
177376100,433234000,4293687,SH,,UBS OCONNOR LLC,2022-03-31
562662106,58007000,2600000,SH,,UBS OCONNOR LLC,2022-03-31
59001K100,42996000,1208798,SH,,UBS OCONNOR LLC,2022-03-31
60935Y208,53015000,5020466,SH,,UBS OCONNOR LLC,2022-03-31
ROG,484343000,1782638,SH,,UBS OCONNOR LLC,2022-03-31
92886T201,240672000,11861566,SH,,UBS OCONNOR LLC,2022-03-31
G6518L108,138063000,5068324,SH,,UBS OCONNOR LLC,2022-03-31
03272L108,325250000,5000000,SH,,UBS OCONNOR LLC,2022-03-31
12571T100,95102000,512957,SH,,UBS OCONNOR LLC,2022-03-31
156782104,829495000,8865932,SH,,UBS OCONNOR LLC,2022-03-31
CLNE,13856013,2594759,SH,,"ECP ControlCo, LLC",2022-11-14
05338G106,14688,160000,SH,,Taconic Capital Advisors LP,2022-11-14
ROG,7111,29400,SH,,Taconic Capital Advisors LP,2022-11-14
90184L102,117458,2679250,SH,,Taconic Capital Advisors LP,2022-11-14
90184L102,85050,1940000,SH,Call,Taconic Capital Advisors LP,2022-11-14
90184L102,92941,2120000,SH,Put,Taconic Capital Advisors LP,2022-11-14
90184LAN2,1845,2000000,PRN,,Taconic Capital Advisors LP,2022-11-14
98936J101,41855,550000,SH,,Taconic Capital Advisors LP,2022-11-14
212015101,15357,235000,SH,,Taconic Capital Advisors LP,2022-08-15
ROG,23588,90000,SH,,Taconic Capital Advisors LP,2022-08-15
90184L102,42999,1150000,SH,,Taconic Capital Advisors LP,2022-08-15
98936J101,27776,375000,SH,,Taconic Capital Advisors LP,2022-08-15
FHN,32060000,1400000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-11-14
87105L104,88605000,2630000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-11-14
TGNA,17061000,825000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-11-14
98936J101,296029000,3890000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-11-14
87105L104,78055000,2330000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-08-15
TGNA,25164000,1200000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-08-15
98936J101,32591000,440000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-08-15
TGNA,26544000,1185000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-05-16
JACK,96348772,1031461,SH,,Biglari Capital Corp.,2022-05-16
JACK,5821881,66551,SH,,Biglari Capital Corp.,2022-02-14
JACK,55653229,992744,SH,,Biglari Capital Corp.,2022-08-15
JACK,73532548,992744,SH,,Biglari Capital Corp.,2022-11-14
JACK,3608468,48717,SH,,"BIGLARI, SARDAR",2022-11-14
JACK,2731075,48717,SH,,"BIGLARI, SARDAR",2022-08-15
64829B100,57964,866685,SH,,JANA PARTNERS LLC,2022-05-16
007800105,5329000,122357,SH,,UBS OCONNOR LLC,2021-09-30
125581801,178362000,3433354,SH,,UBS OCONNOR LLC,2021-09-30
12739A100,34368000,1565040,SH,,UBS OCONNOR LLC,2021-09-30
198287203,65058000,3420479,SH,,UBS OCONNOR LLC,2021-09-30
21925Y103,47881000,836198,SH,,UBS OCONNOR LLC,2021-09-30
30227M303,32429000,574468,SH,,UBS OCONNOR LLC,2021-09-30
39572G100,1624000,145225,SH,,UBS OCONNOR LLC,2021-09-30
431475102,157499000,1050000,SH,,UBS OCONNOR LLC,2021-09-30
485170302,476946000,1762289,SH,,UBS OCONNOR LLC,2021-09-30
55303A105,81706000,2133309,SH,,UBS OCONNOR LLC,2021-09-30
559079207,116264000,1229658,SH,,UBS OCONNOR LLC,2021-09-30
67020Y100,815306000,14812964,SH,,UBS OCONNOR LLC,2021-09-30
69355F102,371164000,7932555,SH,,UBS OCONNOR LLC,2021-09-30
712704105,65016000,3721619,SH,,UBS OCONNOR LLC,2021-09-30
855707105,20892000,410044,SH,,UBS OCONNOR LLC,2021-09-30
89620X506,20194000,1150000,SH,,UBS OCONNOR LLC,2021-09-30
92339V308,350452000,7748204,SH,,UBS OCONNOR LLC,2021-09-30
983919101,246205000,1630605,SH,,UBS OCONNOR LLC,2021-09-30
G0684D107,295726000,4293980,SH,,UBS OCONNOR LLC,2021-09-30
G47567105,787327000,6751222,SH,,UBS OCONNOR LLC,2021-09-30
AEF,227,26031,SH,,Provida Pension Fund Administrator,2022-02-15
ALB,20859,89010,SH,,Provida Pension Fund Administrator,2022-02-15
ABEV,14,5104,SH,,Provida Pension Fund Administrator,2022-02-15
AZUL,211,16020,SH,,Provida Pension Fund Administrator,2022-02-15
BSBR,171,31916,SH,,Provida Pension Fund Administrator,2022-02-15
BRFS,201,49357,SH,,Provida Pension Fund Administrator,2022-02-15
CX,685,100605,SH,,Provida Pension Fund Administrator,2022-02-15
CEPU,271,85070,SH,,Provida Pension Fund Administrator,2022-02-15
KOF,178,3266,SH,,Provida Pension Fund Administrator,2022-02-15
P31076105,1301,15807,SH,,Provida Pension Fund Administrator,2022-02-15
G2519Y108,632,5055,SH,,Provida Pension Fund Administrator,2022-02-15
ASHR,94358,2415102,SH,,Provida Pension Fund Administrator,2022-02-15
FMX,293,3790,SH,,Provida Pension Fund Administrator,2022-02-15
GGB,434,88661,SH,,Provida Pension Fund Administrator,2022-02-15
SUPV,6,3293,SH,,Provida Pension Fund Administrator,2022-02-15
IEMG,3694,61522,SH,,Provida Pension Fund Administrator,2022-02-15
EWZ,172742,6178196,SH,,Provida Pension Fund Administrator,2022-02-15
ECH,4611,200233,SH,,Provida Pension Fund Administrator,2022-02-15
EEM,1480,30150,SH,,Provida Pension Fund Administrator,2022-02-15
EZU,99130,2023063,SH,,Provida Pension Fund Administrator,2022-02-15
EWH,24569,1056272,SH,,Provida Pension Fund Administrator,2022-02-15
EWW,5288,104345,SH,,Provida Pension Fund Administrator,2022-02-15
EWY,92248,1180396,SH,,Provida Pension Fund Administrator,2022-02-15
EWP,604,23000,SH,,Provida Pension Fund Administrator,2022-02-15
EWT,88913,1332236,SH,,Provida Pension Fund Administrator,2022-02-15
EWJ,29681,443597,SH,,Provida Pension Fund Administrator,2022-02-15
EWG,43940,1340448,SH,,Provida Pension Fund Administrator,2022-02-15
IJR,435230,3796158,SH,,Provida Pension Fund Administrator,2022-02-15
IVV,281046,587741,SH,,Provida Pension Fund Administrator,2022-02-15
USMV,5589,69000,SH,,Provida Pension Fund Administrator,2022-02-15
MTUM,16196,88811,SH,,Provida Pension Fund Administrator,2022-02-15
QUAL,41707,285842,SH,,Provida Pension Fund Administrator,2022-02-15
VLUE,63145,576194,SH,,Provida Pension Fund Administrator,2022-02-15
LQD,3185,24000,SH,,Provida Pension Fund Administrator,2022-02-15
EMB,9500,87000,SH,,Provida Pension Fund Administrator,2022-02-15
ILF,45476,1934310,SH,,Provida Pension Fund Administrator,2022-02-15
AAXJ,5862,70504,SH,,Provida Pension Fund Administrator,2022-02-15
MCHI,14916,236203,SH,,Provida Pension Fund Administrator,2022-02-15
EUFN,28103,1405154,SH,,Provida Pension Fund Administrator,2022-02-15
EWU,891,26883,SH,,Provida Pension Fund Administrator,2022-02-15
IWM,34692,155617,SH,,Provida Pension Fund Administrator,2022-02-15
LOMA,324,48877,SH,,Provida Pension Fund Administrator,2022-02-15
MELI,76,56,SH,,Provida Pension Fund Administrator,2022-02-15
G68707101,27,1000,SH,,Provida Pension Fund Administrator,2022-02-15
PAM,262,12541,SH,,Provida Pension Fund Administrator,2022-02-15
PBR,99,9000,SH,,Provida Pension Fund Administrator,2022-02-15
GXC,15015,144586,SH,,Provida Pension Fund Administrator,2022-02-15
SPYG,4571,62760,SH,,Provida Pension Fund Administrator,2022-02-15
SPY,96939,203585,SH,,Provida Pension Fund Administrator,2022-02-15
JNK,803,7400,SH,,Provida Pension Fund Administrator,2022-02-15
SUZ,29,2668,SH,,Provida Pension Fund Administrator,2022-02-15
XLE,21773,393297,SH,,Provida Pension Fund Administrator,2022-02-15
XLF,83100,2124243,SH,,Provida Pension Fund Administrator,2022-02-15
XLV,30642,216568,SH,,Provida Pension Fund Administrator,2022-02-15
XLI,4775,45317,SH,,Provida Pension Fund Administrator,2022-02-15
XLK,503,2878,SH,,Provida Pension Fund Administrator,2022-02-15
GDX,124,3906,SH,,Provida Pension Fund Administrator,2022-02-15
92189F403,27832,1051053,SH,,Provida Pension Fund Administrator,2022-02-15
VUG,38753,120172,SH,,Provida Pension Fund Administrator,2022-02-15
VOO,78659,179681,SH,,Provida Pension Fund Administrator,2022-02-15
VB,7551,33359,SH,,Provida Pension Fund Administrator,2022-02-15
VTI,216065,892056,SH,,Provida Pension Fund Administrator,2022-02-15
VTV,376319,2559124,SH,,Provida Pension Fund Administrator,2022-02-15
VWO,882,17784,SH,,Provida Pension Fund Administrator,2022-02-15
YPF,7,1772,SH,,Provida Pension Fund Administrator,2022-02-15
G47567105,56330,500000,SH,,"Alyeska Investment Group, L.P.",2021-08-16
67020Y100,28347,520710,SH,,"Alyeska Investment Group, L.P.",2021-08-16
G47567105,67139,575705,SH,,"Alyeska Investment Group, L.P.",2021-11-15
67020Y100,41280,750000,SH,,"Alyeska Investment Group, L.P.",2021-11-15
040047607,18588,200000,SH,,"Alyeska Investment Group, L.P.",2022-02-14
156782104,601,6467,SH,,"Alyeska Investment Group, L.P.",2022-02-14
23283R100,17944,200000,SH,,"Alyeska Investment Group, L.P.",2022-02-14
G47567105,86398,650000,SH,,"Alyeska Investment Group, L.P.",2022-02-14
67020Y100,88512,1600000,SH,,"Alyeska Investment Group, L.P.",2022-02-14
15912K100,69990,3273600,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-02-14
60878Y108,28383,1342000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2022-02-14
15912K100,57346,2738600,SH,,FARALLON CAPITAL MANAGEMENT LLC,2021-11-16
15912K100,63097,2738600,SH,,FARALLON CAPITAL MANAGEMENT LLC,2021-08-13
15912K100,32125,1453600,SH,,FARALLON CAPITAL MANAGEMENT LLC,2021-05-17
VRE,55400,4444868,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2021-02-16
VRE,50700,2759868,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2022-02-14
VRE,68800,4444868,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2021-05-17
VRE,78960,4444868,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2021-11-15
VRE,59743,3907334,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-08-14
VRE,54377,4308801,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-11-16
VRE,76229,4444868,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2021-08-16
VRE,67606,4438980,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-05-15
G0085J109,158,137500,SH,,Davidson Kempner Capital Management LP,2022-02-14
27032D304,1693,177419,SH,,Davidson Kempner Capital Management LP,2022-02-14
G01046104,1178,117908,SH,,Davidson Kempner Capital Management LP,2022-02-14
98936J101,2086,20000,SH,,Davidson Kempner Capital Management LP,2022-02-14
60878Y108,26896,1271699,SH,,Davidson Kempner Capital Management LP,2022-02-14
AMD,35983,250000,SH,Call,Davidson Kempner Capital Management LP,2022-02-14
67020Y100,319392,5772493,SH,,Davidson Kempner Capital Management LP,2022-02-14
983919101,145376,685704,SH,,Davidson Kempner Capital Management LP,2022-02-14
983919101,63603,300000,SH,Put,Davidson Kempner Capital Management LP,2022-02-14
