Ticker,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,FILINGMANAGER_NAME,date
ACCO,10676,1263411,SH,,NORGES BANK,2021-02-10
ACCD,870,20000,SH,,NORGES BANK,2021-02-10
ACIW,51370,1336723,SH,,NORGES BANK,2021-02-10
00507V109,806508,8686134,SH,,NORGES BANK,2021-02-10
AYI,98900,816746,SH,,NORGES BANK,2021-02-10
GOLF,18754,462611,SH,,NORGES BANK,2021-02-10
ADPT,48953,827880,SH,,NORGES BANK,2021-02-10
H0036K147,1921,60000,SH,,NORGES BANK,2021-02-10
G0084W101,34329,987317,SH,,NORGES BANK,2021-02-10
ADBE,2359174,4717216,SH,,NORGES BANK,2021-02-10
CVCO,19825,112998,SH,,NORGES BANK,2021-02-10
CBZ,21371,803135,SH,,NORGES BANK,2021-02-10
CBOE,100783,1082297,SH,,NORGES BANK,2021-02-10
CBRE,238792,3807265,SH,,NORGES BANK,2021-02-10
12508E101,67389,1300186,SH,,NORGES BANK,2021-02-10
CDW,205404,1558572,SH,,NORGES BANK,2021-02-10
CE,207356,1595786,SH,,NORGES BANK,2021-02-10
15101Q108,13702,1698436,SH,,NORGES BANK,2021-02-10
M2196U109,4385,889375,SH,,NORGES BANK,2021-02-10
CNC,360572,6006538,SH,,NORGES BANK,2021-02-10
CNP,140701,6501914,SH,,NORGES BANK,2021-02-10
CSR,11849,167734,SH,,NORGES BANK,2021-02-10
CENTA,21489,591507,SH,,NORGES BANK,2021-02-10
CENX,12376,1122027,SH,,NORGES BANK,2021-02-10
CCS,1016,23200,SH,,NORGES BANK,2021-02-10
M22013102,6151,2212539,SH,,NORGES BANK,2021-02-10
CRNC,50202,499617,SH,,NORGES BANK,2021-02-10
DAY,7990,74980,SH,,NORGES BANK,2021-02-10
156782104,265305,3380545,SH,,NORGES BANK,2021-02-10
CERT,674,20000,SH,,NORGES BANK,2021-02-10
CERS,8674,1253399,SH,,NORGES BANK,2021-02-10
CF,12079,312033,SH,,NORGES BANK,2021-02-10
GIB,205000,2584069,SH,,NORGES BANK,2021-02-10
CHX,39542,2584474,SH,,NORGES BANK,2021-02-10
15912K100,49355,2646366,SH,,NORGES BANK,2021-02-10
CRL,120525,482372,SH,,NORGES BANK,2021-02-10
GTLS,47674,404734,SH,,NORGES BANK,2021-02-10
CHTR,732675,1107512,SH,,NORGES BANK,2021-02-10
M22465104,150831,1134835,SH,,NORGES BANK,2021-02-10
CAKE,17302,466872,SH,,NORGES BANK,2021-02-10
CHGG,113733,1259082,SH,,NORGES BANK,2021-02-10
CHE,79154,148615,SH,,NORGES BANK,2021-02-10
16383L106,28737,464097,SH,,NORGES BANK,2021-02-10
CC,123677,4988973,SH,,NORGES BANK,2021-02-10
LNG,98181,1635531,SH,,NORGES BANK,2021-02-10
CVX,1787982,21172079,SH,,NORGES BANK,2021-02-10
CHWY,3113,34632,SH,,NORGES BANK,2021-02-10
PLCE,8510,169854,SH,,NORGES BANK,2021-02-10
16934Q208,24637,2403654,SH,,NORGES BANK,2021-02-10
G21515104,36833,311853,SH,,NORGES BANK,2021-02-10
16955F107,10517,438954,SH,,NORGES BANK,2021-02-10
CMG,355121,256089,SH,,NORGES BANK,2021-02-10
CHH,37942,355492,SH,,NORGES BANK,2021-02-10
H1467J104,493517,3206320,SH,,NORGES BANK,2021-02-10
CHD,204485,2344207,SH,,NORGES BANK,2021-02-10
CHDN,65729,337434,SH,,NORGES BANK,2021-02-10
125491100,33557,2707097,SH,,NORGES BANK,2021-02-10
CIEN,135287,2559822,SH,,NORGES BANK,2021-02-10
CI,800023,3842937,SH,,NORGES BANK,2021-02-10
G2143T103,23375,266416,SH,,NORGES BANK,2021-02-10
171871502,3707,242600,SH,,NORGES BANK,2021-02-10
CINF,135104,1546345,SH,,NORGES BANK,2021-02-10
CNK,20778,1193429,SH,,NORGES BANK,2021-02-10
CTAS,278109,786820,SH,,NORGES BANK,2021-02-10
CRUS,65413,795779,SH,,NORGES BANK,2021-02-10
CSCO,2026921,45294318,SH,,NORGES BANK,2021-02-10
125581801,46128,1284899,SH,,NORGES BANK,2021-02-10
C,1832503,29719473,SH,,NORGES BANK,2021-02-10
CFG,166208,4647888,SH,,NORGES BANK,2021-02-10
177376100,144085,1107497,SH,,NORGES BANK,2021-02-10
CHCO,10974,157790,SH,,NORGES BANK,2021-02-10
G21810109,61128,2057484,SH,,NORGES BANK,2021-02-10
CLH,46850,615637,SH,,NORGES BANK,2021-02-10
CLW,1544,40888,SH,,NORGES BANK,2021-02-10
CWEN/A,27239,921801,SH,,NORGES BANK,2021-02-10
CWEN,22113,692547,SH,,NORGES BANK,2021-02-10
CLF,65657,4509402,SH,,NORGES BANK,2021-02-10
CLX,254283,1259323,SH,,NORGES BANK,2021-02-10
RUSHA,24368,588315,SH,,NORGES BANK,2021-02-10
R,52324,847222,SH,,NORGES BANK,2021-02-10
RHP,45305,668616,SH,,NORGES BANK,2021-02-10
STBA,12145,488915,SH,,NORGES BANK,2021-02-10
SPGI,743879,2262888,SH,,NORGES BANK,2021-02-10
SBRA,49852,2869984,SH,,NORGES BANK,2021-02-10
SABR,46805,3893961,SH,,NORGES BANK,2021-02-10
78645L100,14160,195336,SH,,NORGES BANK,2021-02-10
SAFT,20156,258744,SH,,NORGES BANK,2021-02-10
SAGE,44045,509133,SH,,NORGES BANK,2021-02-10
SAIA,62669,346622,SH,,NORGES BANK,2021-02-10
78781P105,48038,902298,SH,,NORGES BANK,2021-02-10
CRM,2202604,9898008,SH,,NORGES BANK,2021-02-10
SBH,22636,1735914,SH,,NORGES BANK,2021-02-10
SASR,17360,539304,SH,,NORGES BANK,2021-02-10
SANM,34068,1068303,SH,,NORGES BANK,2021-02-10
80283M101,21026,954869,SH,,NORGES BANK,2021-02-10
G7T16G103,3777,122247,SH,,NORGES BANK,2021-02-10
SRPT,79747,467754,SH,,NORGES BANK,2021-02-10
BFS,4502,142117,SH,,NORGES BANK,2021-02-10
SBAC,297815,1055596,SH,,NORGES BANK,2021-02-10
SCSC,9091,344634,SH,,NORGES BANK,2021-02-10
SLB,239588,10975172,SH,,NORGES BANK,2021-02-10
SNDR,16545,799283,SH,,NORGES BANK,2021-02-10
RDUS,3865,121123,SH,,NORGES BANK,2021-02-10
SRRK,30574,630000,SH,,NORGES BANK,2021-02-10
SCHL,11405,456212,SH,,NORGES BANK,2021-02-10
SDGR,25622,323598,SH,,NORGES BANK,2021-02-10
SCHW,749957,14139470,SH,,NORGES BANK,2021-02-10
SAIC,61586,650744,SH,,NORGES BANK,2021-02-10
LNW,58600,1412388,SH,,NORGES BANK,2021-02-10
Y7546A130,883,52154,SH,,NORGES BANK,2021-02-10
Y7542C130,6745,602755,SH,,NORGES BANK,2021-02-10
SMG,76418,383738,SH,,NORGES BANK,2021-02-10
SSP,8171,534403,SH,,NORGES BANK,2021-02-10
SE,548158,2753872,SH,,NORGES BANK,2021-02-10
811904101,9216,222344,SH,,NORGES BANK,2021-02-10
G7945M107,138077,2221323,SH,,NORGES BANK,2021-02-10
81181C104,231102,1319525,SH,,NORGES BANK,2021-02-10
SEE,72815,1590201,SH,,NORGES BANK,2021-02-10
PRKS,17745,561717,SH,,NORGES BANK,2021-02-10
SEER,1123,20000,SH,,NORGES BANK,2021-02-10
SEIC,72825,1267182,SH,,NORGES BANK,2021-02-10
SEM,34796,1258003,SH,,NORGES BANK,2021-02-10
SIGI,47020,701998,SH,,NORGES BANK,2021-02-10
SLQT,6917,333333,SH,,NORGES BANK,2021-02-10
SRE,951586,7468690,SH,,NORGES BANK,2021-02-10
SMTC,54379,754323,SH,,NORGES BANK,2021-02-10
G8060N102,84347,1599290,SH,,NORGES BANK,2021-02-10
SXT,37384,506762,SH,,NORGES BANK,2021-02-10
MCRB,743,30314,SH,,NORGES BANK,2021-02-10
SCI,82505,1680353,SH,,NORGES BANK,2021-02-10
SVC,22356,1945678,SH,,NORGES BANK,2021-02-10
NOW,1026748,1865357,SH,,NORGES BANK,2021-02-10
SFBS,11163,277069,SH,,NORGES BANK,2021-02-10
G7738W106,7609,1211548,SH,,NORGES BANK,2021-02-10
SHAK,29946,353218,SH,,NORGES BANK,2021-02-10
82028K200,92113,5248859,SH,,NORGES BANK,2021-02-10
SHEN,31136,719919,SH,,NORGES BANK,2021-02-10
SHW,581188,790829,SH,,NORGES BANK,2021-02-10
FOUR,6943,92077,SH,,NORGES BANK,2021-02-10
ADT,13427,1710426,SH,,NORGES BANK,2021-02-10
ATGE,23778,700377,SH,,NORGES BANK,2021-02-10
00738A106,1082,73229,SH,,NORGES BANK,2021-02-10
AAP,170946,1085305,SH,,NORGES BANK,2021-02-10
WMS,59538,712353,SH,,NORGES BANK,2021-02-10
AEIS,46718,481778,SH,,NORGES BANK,2021-02-10
AMD,991465,10810871,SH,,NORGES BANK,2021-02-10
ADV,85605,6500000,SH,,NORGES BANK,2021-02-10
00773U108,694,63988,SH,,NORGES BANK,2021-02-10
ACM,12362,248324,SH,,NORGES BANK,2021-02-10
00770F104,722,38006,SH,,NORGES BANK,2021-02-10
N00985106,68994,1513690,SH,,NORGES BANK,2021-02-10
00771V108,3310,244976,SH,,NORGES BANK,2021-02-10
AVAV,21502,247434,SH,,NORGES BANK,2021-02-10
AMG,40790,401084,SH,,NORGES BANK,2021-02-10
AFL,347876,7822716,SH,,NORGES BANK,2021-02-10
G01125106,13001,513873,SH,,NORGES BANK,2021-02-10
AGCO,121803,1181523,SH,,NORGES BANK,2021-02-10
A,358609,3026489,SH,,NORGES BANK,2021-02-10
AGIO,24691,569836,SH,,NORGES BANK,2021-02-10
AGNC,84389,5409532,SH,,NORGES BANK,2021-02-10
AEM,162762,2312651,SH,,NORGES BANK,2021-02-10
API,4747,120000,SH,,NORGES BANK,2021-02-10
ADC,39507,593379,SH,,NORGES BANK,2021-02-10
AL,55559,1250768,SH,,NORGES BANK,2021-02-10
APD,184142,673968,SH,,NORGES BANK,2021-02-10
ABNB,4682,31891,SH,,NORGES BANK,2021-02-10
AKAM,173772,1655128,SH,,NORGES BANK,2021-02-10
AKBA,1134,405178,SH,,NORGES BANK,2021-02-10
AGI,39660,4540171,SH,,NORGES BANK,2021-02-10
ALRM,73541,710885,SH,,NORGES BANK,2021-02-10
ALK,22824,438914,SH,,NORGES BANK,2021-02-10
AIN,28479,387893,SH,,NORGES BANK,2021-02-10
ALB,137969,935257,SH,,NORGES BANK,2021-02-10
ACI,34361,1954535,SH,,NORGES BANK,2021-02-10
AA,57893,2511625,SH,,NORGES BANK,2021-02-10
H01301128,743708,11202279,SH,,NORGES BANK,2021-02-10
ALEC,6315,417354,SH,,NORGES BANK,2021-02-10
ALEX,16638,968475,SH,,NORGES BANK,2021-02-10
ALX,8071,29101,SH,,NORGES BANK,2021-02-10
ARE,2077684,11657971,SH,,NORGES BANK,2021-02-10
015351109,494584,3165540,SH,,NORGES BANK,2021-02-10
AQN,121333,7372652,SH,,NORGES BANK,2021-02-10
BABA,5713083,24548114,SH,,NORGES BANK,2021-02-10
ALGN,412300,771548,SH,,NORGES BANK,2021-02-10
G01767105,37688,1889117,SH,,NORGES BANK,2021-02-10
ALLK,39718,283701,SH,,NORGES BANK,2021-02-10
017175100,87207,144457,SH,,NORGES BANK,2021-02-10
ATI,25705,1532821,SH,,NORGES BANK,2021-02-10
03966V107,141796,4758249,SH,,NORGES BANK,2021-02-10
ACA,39465,718467,SH,,NORGES BANK,2021-02-10
ARCT,964,22229,SH,,NORGES BANK,2021-02-10
RCUS,519,20000,SH,,NORGES BANK,2021-02-10
ARQT,594,21116,SH,,NORGES BANK,2021-02-10
040047607,59444,773709,SH,,NORGES BANK,2021-02-10
ARES,47541,1010435,SH,,NORGES BANK,2021-02-10
G0464B107,19527,446843,SH,,NORGES BANK,2021-02-10
ANET,179575,618011,SH,,NORGES BANK,2021-02-10
ARLO,3802,488084,SH,,NORGES BANK,2021-02-10
042315507,7404,686149,SH,,NORGES BANK,2021-02-10
AWI,45226,607959,SH,,NORGES BANK,2021-02-10
ARRY,62553,1450000,SH,,NORGES BANK,2021-02-10
ARW,78229,803996,SH,,NORGES BANK,2021-02-10
ARWR,65894,858781,SH,,NORGES BANK,2021-02-10
APAM,31584,627404,SH,,NORGES BANK,2021-02-10
ARVN,6229,73343,SH,,NORGES BANK,2021-02-10
18914U100,31181,2241650,SH,,NORGES BANK,2021-02-10
NET,337085,4435910,SH,,NORGES BANK,2021-02-10
12571T100,64911,429021,SH,,NORGES BANK,2021-02-10
CME,633046,3477317,SH,,NORGES BANK,2021-02-10
CMS,78403,1285090,SH,,NORGES BANK,2021-02-10
CNA,16315,418768,SH,,NORGES BANK,2021-02-10
N20944109,145309,11522919,SH,,NORGES BANK,2021-02-10
CNO,37324,1678971,SH,,NORGES BANK,2021-02-10
KO,2345618,42772036,SH,,NORGES BANK,2021-02-10
COKE,19203,72119,SH,,NORGES BANK,2021-02-10
G25839104,212065,4255779,SH,,NORGES BANK,2021-02-10
CDE,25673,2480480,SH,,NORGES BANK,2021-02-10
LEN,222399,2917476,SH,,NORGES BANK,2021-02-10
LEN/B,18771,306711,SH,,NORGES BANK,2021-02-10
LII,92914,339138,SH,,NORGES BANK,2021-02-10
LESL,5550,200000,SH,,NORGES BANK,2021-02-10
LEVI,2703,134615,SH,,NORGES BANK,2021-02-10
LX,9046,1350122,SH,,NORGES BANK,2021-02-10
LXP,41530,3910545,SH,,NORGES BANK,2021-02-10
LGIH,25862,244329,SH,,NORGES BANK,2021-02-10
50187A107,55369,259557,SH,,NORGES BANK,2021-02-10
LI,30266,1049824,SH,,NORGES BANK,2021-02-10
LBRDA,91892,583143,SH,,NORGES BANK,2021-02-10
LBRDK,222074,1402250,SH,,NORGES BANK,2021-02-10
G5480U104,53365,2203332,SH,,NORGES BANK,2021-02-10
G5480U120,65841,2783987,SH,,NORGES BANK,2021-02-10
G9001E102,3869,347596,SH,,NORGES BANK,2021-02-10
G9001E128,25044,2258229,SH,,NORGES BANK,2021-02-10
531229409,30278,701049,SH,,NORGES BANK,2021-02-10
531229607,96196,2210888,SH,,NORGES BANK,2021-02-10
531229706,3501,140764,SH,,NORGES BANK,2021-02-10
531229854,119349,2801608,SH,,NORGES BANK,2021-02-10
531229870,35757,941216,SH,,NORGES BANK,2021-02-10
531229888,9199,369742,SH,,NORGES BANK,2021-02-10
53223X107,65244,546478,SH,,NORGES BANK,2021-02-10
LGND,13396,134704,SH,,NORGES BANK,2021-02-10
53227R106,47157,668391,SH,,NORGES BANK,2021-02-10
LLY,1463293,8666743,SH,,NORGES BANK,2021-02-10
LECO,68602,590124,SH,,NORGES BANK,2021-02-10
LNC,111993,2226058,SH,,NORGES BANK,2021-02-10
G5494J103,2719979,10339292,SH,,NORGES BANK,2021-02-10
LNN,10215,79516,SH,,NORGES BANK,2021-02-10
LGF/A,15221,1338670,SH,,NORGES BANK,2021-02-10
LGF/B,13283,1279641,SH,,NORGES BANK,2021-02-10
LAD,109219,373182,SH,,NORGES BANK,2021-02-10
LFUS,75146,295084,SH,,NORGES BANK,2021-02-10
G5509L101,47038,710442,SH,,NORGES BANK,2021-02-10
LYV,94979,1292587,SH,,NORGES BANK,2021-02-10
LPSN,38082,611957,SH,,NORGES BANK,2021-02-10
RAMP,44953,614200,SH,,NORGES BANK,2021-02-10
LKQ,336721,9555092,SH,,NORGES BANK,2021-02-10
L,598108,13285383,SH,,NORGES BANK,2021-02-10
H50430232,230842,2381212,SH,,NORGES BANK,2021-02-10
543881106,365,17382,SH,,NORGES BANK,2021-02-10
54405Q100,21409,1067238,SH,,NORGES BANK,2021-02-10
LPX,57543,1548097,SH,,NORGES BANK,2021-02-10
LOW,1285445,8008502,SH,,NORGES BANK,2021-02-10
LPLA,78572,753905,SH,,NORGES BANK,2021-02-10
LTC,21967,564571,SH,,NORGES BANK,2021-02-10
54975P102,34080,2400000,SH,,NORGES BANK,2021-02-10
LULU,365033,1048855,SH,,NORGES BANK,2021-02-10
156700106,106426,10915531,SH,,NORGES BANK,2021-02-10
LITE,71738,756733,SH,,NORGES BANK,2021-02-10
55027E102,14662,634159,SH,,NORGES BANK,2021-02-10
550819106,584,19436,SH,,NORGES BANK,2021-02-10
LYFT,110494,2249006,SH,,NORGES BANK,2021-02-10
EZU,7825,205000,SH,,Provida Pension Fund Administrator,2021-03-01
EWY,155,4744,SH,,Provida Pension Fund Administrator,2021-03-01
EWY,206429,3198963,SH,,Provida Pension Fund Administrator,2021-03-01
EWP,503,23000,SH,,Provida Pension Fund Administrator,2021-03-01
EWJ,1286,21605,SH,,Provida Pension Fund Administrator,2021-03-01
EWT,95456,2148932,SH,,Provida Pension Fund Administrator,2021-03-01
EWG,31543,1074000,SH,,Provida Pension Fund Administrator,2021-03-01
EWH,50408,2314397,SH,,Provida Pension Fund Administrator,2021-03-01
IJR,144693,2066160,SH,,Provida Pension Fund Administrator,2021-03-01
QUAL,21701,210568,SH,,Provida Pension Fund Administrator,2021-03-01
USMV,27435,433000,SH,,Provida Pension Fund Administrator,2021-03-01
MTUM,68451,469000,SH,,Provida Pension Fund Administrator,2021-03-01
ILF,13719,665005,SH,,Provida Pension Fund Administrator,2021-03-01
MTUM,46,600,SH,,Provida Pension Fund Administrator,2021-03-01
MCHI,529,7309,SH,,Provida Pension Fund Administrator,2021-03-01
EUFN,4743,346739,SH,,Provida Pension Fund Administrator,2021-03-01
EWU,829,32458,SH,,Provida Pension Fund Administrator,2021-03-01
IWM,14791,99044,SH,,Provida Pension Fund Administrator,2021-03-01
EWZ,244764,9008599,SH,,Provida Pension Fund Administrator,2021-03-01
EEM,1102,25400,SH,,Provida Pension Fund Administrator,2021-03-01
ITUB,228,55567,SH,,Provida Pension Fund Administrator,2021-03-01
51817R106,138,13597,SH,,Provida Pension Fund Administrator,2021-03-01
51450E104,70,10000,SH,,Provida Pension Fund Administrator,2021-03-01
G68707101,43823,1024900,SH,,Provida Pension Fund Administrator,2021-03-01
MELI,121996,367050,SH,,Provida Pension Fund Administrator,2021-03-01
PAM,38,1000,SH,,Provida Pension Fund Administrator,2021-03-01
PAM,16,141,SH,,Provida Pension Fund Administrator,2021-03-01
PBR,37702,363147,SH,,Provida Pension Fund Administrator,2021-03-01
XLK,53968,1268347,SH,,Provida Pension Fund Administrator,2021-03-01
SPY,2688,89491,SH,,Provida Pension Fund Administrator,2021-03-01
GXC,26942,1134391,SH,,Provida Pension Fund Administrator,2021-03-01
SUZ,67849,222236,SH,,Provida Pension Fund Administrator,2021-03-01
XLE,117246,1013101,SH,,Provida Pension Fund Administrator,2021-03-01
XLV,32262,418010,SH,,Provida Pension Fund Administrator,2021-03-01
XLI,154,3906,SH,,Provida Pension Fund Administrator,2021-03-01
GDX,179302,1731214,SH,,Provida Pension Fund Administrator,2021-03-01
VWO,4852,31669,SH,,Provida Pension Fund Administrator,2021-03-01
VUG,9046,40000,SH,,Provida Pension Fund Administrator,2021-03-01
VB,6,1772,SH,,Provida Pension Fund Administrator,2021-03-01
VOO,93338,552164,SH,,Provida Pension Fund Administrator,2021-03-01
126531013,391,4503,SH,,Provida Pension Fund Administrator,2021-03-01
ABEV,516,235809,SH,,Provida Pension Fund Administrator,2021-03-01
AZUL,221,17391,SH,,Provida Pension Fund Administrator,2021-03-01
594603039,197,58479,SH,,Provida Pension Fund Administrator,2021-03-01
BSBR,152,31916,SH,,Provida Pension Fund Administrator,2021-03-01
05969B103,79,25500,SH,,Provida Pension Fund Administrator,2021-03-01
00A0Q4R85,78899,3107500,SH,,Provida Pension Fund Administrator,2021-03-01
BRFS,159,49357,SH,,Provida Pension Fund Administrator,2021-03-01
CX,995,274935,SH,,Provida Pension Fund Administrator,2021-03-01
CEPU,183,85070,SH,,Provida Pension Fund Administrator,2021-03-01
KOF,141,3553,SH,,Provida Pension Fund Administrator,2021-03-01
310761054,838,16619,SH,,Provida Pension Fund Administrator,2021-03-01
L1995B107,104,45479,SH,,Provida Pension Fund Administrator,2021-03-01
2519Y1084,623,5055,SH,,Provida Pension Fund Administrator,2021-03-01
XLF,5,141,SH,,Provida Pension Fund Administrator,2021-03-01
XLF,25,3026,SH,,Provida Pension Fund Administrator,2021-03-01
FMX,209,3790,SH,,Provida Pension Fund Administrator,2021-03-01
GGB,619,175972,SH,,Provida Pension Fund Administrator,2021-03-01
GGAL,0,1,SH,,Provida Pension Fund Administrator,2021-03-01
SUPV,6,3293,SH,,Provida Pension Fund Administrator,2021-03-01
P5626F128,5203,221675,SH,,Provida Pension Fund Administrator,2021-03-01
0B3YCGJ38,2542,4109,SH,,Provida Pension Fund Administrator,2021-03-01
D3803R109,78419,611500,SH,,Provida Pension Fund Administrator,2021-03-01
IVV,501674,1504226,SH,,Provida Pension Fund Administrator,2021-03-01
FXI,50230,1220055,SH,,Provida Pension Fund Administrator,2021-03-01
IEMG,51381,988287,SH,,Provida Pension Fund Administrator,2021-03-01
ECH,679,28878,SH,,Provida Pension Fund Administrator,2021-03-01
110122157,16753,7445944,SH,,"Alyeska Investment Group, L.P.",2020-11-16
33812L102,6960,1000000,SH,,"Alyeska Investment Group, L.P.",2020-11-16
876664103,18364,551628,SH,,"Alyeska Investment Group, L.P.",2020-11-16
110122157,17706,4945944,SH,,"Alyeska Investment Group, L.P.",2020-08-14
876664103,20829,551628,SH,,"Alyeska Investment Group, L.P.",2020-08-14
110122157,7439,1957582,SH,,"Alyeska Investment Group, L.P.",2020-05-15
G0751N103,114186,3923927,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-08-14
N96617118,22406,753901,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-08-14
G0751N103,114186,3923927,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-11-16
N96617118,16390,536677,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-11-16
N96617118,39204,1286225,SH,,Brookfield BHS Advisors LLC,2020-02-14
G0751N103,46800,2098641,SH,,BROOKFIELD ASSET MANAGEMENT INC.,2020-05-15
NTST,51650,2708860,SH,,Davidson Kempner Capital Management LP,2021-02-16
NTST,45211,2708860,SH,,Davidson Kempner Capital Management LP,2020-11-16
CVX,3187639,44272770,SH,,Berkshire Hathaway Inc,2020-11-13
MMC,386138,3366507,SH,,Berkshire Hathaway Inc,2020-11-13
VZ,3471109,58347767,SH,,Berkshire Hathaway Inc,2020-11-13
886547108,69523,570144,SH,,Davidson Kempner Capital Management LP,2020-08-14
N59465109,31202,1940425,SH,,Davidson Kempner Capital Management LP,2020-08-14
886547108,188923,1458867,SH,,Davidson Kempner Capital Management LP,2020-05-15
N59465109,17440,1169700,SH,,Davidson Kempner Capital Management LP,2020-05-15
886547108,66825,500000,SH,Call,Davidson Kempner Capital Management LP,2020-02-14
886547108,83662,625982,SH,,Davidson Kempner Capital Management LP,2020-02-14
HUM,5547,15135,SH,,Davidson Kempner Capital Management LP,2020-02-14
CI,56728,277411,SH,,Davidson Kempner Capital Management LP,2020-02-14
00401C108,9741,145000,SH,,Taconic Capital Advisors LP,2020-05-15
876664103,15077,360000,SH,,Taconic Capital Advisors LP,2020-05-15
886547108,70578,545000,SH,,Taconic Capital Advisors LP,2020-05-15
876664103,5826,175000,SH,,Taconic Capital Advisors LP,2020-11-16
00401C108,42463,626202,SH,,HBK INVESTMENTS L P,2021-02-16
127686103,418886,30800442,SH,,HBK INVESTMENTS L P,2021-02-16
584688105,329567,3880000,SH,,HBK INVESTMENTS L P,2021-02-16
74933V108,3818,81365,SH,,HBK INVESTMENTS L P,2021-02-16
87236Y108,99410,2000200,SH,,HBK INVESTMENTS L P,2021-02-16
886547108,80649,603432,SH,,HBK INVESTMENTS L P,2021-02-16
00401C108,4044,60000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2020-11-16
886547108,264949,2287000,SH,,FARALLON CAPITAL MANAGEMENT LLC,2020-11-16
886547108,186287,1527698,SH,,FARALLON CAPITAL MANAGEMENT LLC,2020-08-14
VST,147444,7817798,SH,,"ECP ControlCo, LLC",2020-11-16
EPD,46303,2932398,SH,,"ECP ControlCo, LLC",2020-11-16
VST,125892,6761119,SH,,"ECP ControlCo, LLC",2020-06-30
VST,42625,2670735,SH,,"ECP ControlCo, LLC",2020-05-15
31680Q104,4595000,85187,SH,,UBS OCONNOR LLC,2020-06-30
00401C108,106954000,1591815,SH,,UBS OCONNOR LLC,2020-06-30
269246401,444573000,8939732,SH,,UBS OCONNOR LLC,2020-06-30
87236Y108,353979000,9730030,SH,,UBS OCONNOR LLC,2020-06-30
BWA,10333000,424016,SH,,UBS OCONNOR LLC,2020-03-31
224122101,4077000,273583,SH,,UBS OCONNOR LLC,2020-03-31
269246401,266033000,7751548,SH,,UBS OCONNOR LLC,2020-03-31
33812L102,28914000,4341576,SH,,UBS OCONNOR LLC,2020-03-31
450828108,25152000,695550,SH,,UBS OCONNOR LLC,2020-03-31
524901105,182270000,3731226,SH,,UBS OCONNOR LLC,2020-03-31
876664103,105320000,2514817,SH,,UBS OCONNOR LLC,2020-03-31
87236Y108,140008000,4039467,SH,,UBS OCONNOR LLC,2020-03-31
878237106,73040000,558198,SH,,UBS OCONNOR LLC,2020-03-31
886547108,406885000,3141969,SH,,UBS OCONNOR LLC,2020-03-31
N96617118,133203000,4649300,SH,,UBS OCONNOR LLC,2020-03-31
87236Y108,160119000,3221718,SH,,UBS OCONNOR LLC,2019-12-31
ABBV,36343,477000,SH,,Avidity Partners Management LP,2020-05-15
ACAD,15083,357000,SH,,Avidity Partners Management LP,2020-05-15
00434H108,14918,166000,SH,,Avidity Partners Management LP,2020-05-15
00771V108,6845,507000,SH,,Avidity Partners Management LP,2020-05-15
00900T107,5883,408000,SH,,Avidity Partners Management LP,2020-05-15
ALEC,17229,714000,SH,,Avidity Partners Management LP,2020-05-15
015351109,14366,160000,SH,,Avidity Partners Management LP,2020-05-15
G0177J108,7084,40000,SH,,Avidity Partners Management LP,2020-05-15
AMRN,6499,1624800,SH,Call,Avidity Partners Management LP,2020-05-15
ANIK,4857,168000,SH,,Avidity Partners Management LP,2020-05-15
ASND,6757,60000,SH,,Avidity Partners Management LP,2020-05-15
AUPH,17151,1182000,SH,,Avidity Partners Management LP,2020-05-15
05337M104,3033,382000,SH,,Avidity Partners Management LP,2020-05-15
AXSM,11590,197000,SH,,Avidity Partners Management LP,2020-05-15
BIIB,19616,62000,SH,,Avidity Partners Management LP,2020-05-15
G11196105,18376,540000,SH,,Avidity Partners Management LP,2020-05-15
BMRN,25519,302000,SH,,Avidity Partners Management LP,2020-05-15
BTAI,4716,211000,SH,,Avidity Partners Management LP,2020-05-15
CAH,24210,505000,SH,,Avidity Partners Management LP,2020-05-15
CTLT,21351,411000,SH,,Avidity Partners Management LP,2020-05-15
CRL,7194,57000,SH,,Avidity Partners Management LP,2020-05-15
16383L106,9482,236000,SH,,Avidity Partners Management LP,2020-05-15
CI,11517,65000,SH,,Avidity Partners Management LP,2020-05-15
CHRS,6196,382000,SH,,Avidity Partners Management LP,2020-05-15
COLL,278,17000,SH,,Avidity Partners Management LP,2020-05-15
CVS,16434,277000,SH,,Avidity Partners Management LP,2020-05-15
DVAX,13499,3824000,SH,,Avidity Partners Management LP,2020-05-15
ESPR,6464,205000,SH,,Avidity Partners Management LP,2020-05-15
EXEL,18701,1086000,SH,,Avidity Partners Management LP,2020-05-15
GILD,14952,200000,SH,,Avidity Partners Management LP,2020-05-15
G46188101,9863,333000,SH,,Avidity Partners Management LP,2020-05-15
HUM,10363,33000,SH,,Avidity Partners Management LP,2020-05-15
452907108,6646,493000,SH,,Avidity Partners Management LP,2020-05-15
IRWD,7416,735000,SH,,Avidity Partners Management LP,2020-05-15
48283N106,11849,2828000,SH,,Avidity Partners Management LP,2020-05-15
LGND,7417,102000,SH,,Avidity Partners Management LP,2020-05-15
