submission_cik,1987Q1,2010Q1,2010Q2,2011Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,1987Q1_percent_change,2010Q1_percent_change,2010Q2_percent_change,2011Q3_percent_change,2015Q4_percent_change,2016Q1_percent_change,2016Q2_percent_change,2016Q3_percent_change,2016Q4_percent_change,2017Q1_percent_change,2017Q2_percent_change,2017Q3_percent_change,2017Q4_percent_change,2018Q1_percent_change,2018Q2_percent_change,2018Q3_percent_change,2018Q4_percent_change,2019Q1_percent_change,2019Q2_percent_change,2019Q3_percent_change,2019Q4_percent_change,2020Q1_percent_change,2020Q2_percent_change,2020Q3_percent_change,2020Q4_percent_change,2021Q1_percent_change,2021Q2_percent_change,2021Q3_percent_change,2021Q4_percent_change,2022Q1_percent_change,2022Q2_percent_change,2022Q3_percent_change,2022Q4_percent_change,2023Q1_percent_change,2023Q2_percent_change,2023Q3_percent_change,2023Q4_percent_change,2024Q1_percent_change,2024Q2_percent_change,2024Q3_percent_change
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52297,52297,52297,40100,40100,45400,43300,43300,41500,45800,44800,834300,736900,606400,729300,729300,652600,709600,709600,578600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,-23.322561523605557,0.0,13.216957605985048,-4.625550660792954,0.0,-4.157043879907619,10.361445783132538,-2.183406113537123,1762.2767857142858,-11.674457629150181,-17.709322838919796,20.267150395778355,0.0,-10.516934046345817,8.734293594851362,0.0,-18.46110484780158
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648898,1297402,550513,457618,506646,534336,578359,478336,415139,347260,286852,5764194,4843193,7048952,3681230,4582993,4033239,3582393,2971130,2410989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,99.93928167446964,-57.56804752883069,-16.87426091663594,10.71373940710374,5.465354507881237,8.238823511797811,-17.294275700732587,-13.211842721434309,-16.35090897265735,-17.39561135748431,1909.4662055694225,-15.977966737413762,45.543487529817625,-47.776208434956004,24.49624174528622,-11.995523449413948,-11.178261441982485,-17.062979968976045,-18.852793381642673
5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256086,251582,251842,243408,235299,229307,220044,393354,195043,188661,183802,3547017,3459017,3437627,3454458,3264378,6861148,3410137,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-1.758784158446769,0.10334602634529677,-3.348925119717916,-3.3314435022677946,-2.5465471591464506,-4.03956268234289,78.76152042318809,-50.41540190261189,-3.2720989730469663,-2.575519052692399,1829.8032665585793,-2.480957942970108,-0.6183837778189538,0.4896110020080613,-5.502455088468294,110.1823992196982,-50.29786560499788,-100.0,0.0
7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3669,3553,3627,3861,3274,2867,2567,1467,1430,1366,1396,25054,28439,28342,28607,28698,57288,27211,39875,22259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-3.161624420823117,2.082746974387839,6.451612903225801,-15.203315203315205,-12.431276725717776,-10.463899546564349,-42.85157771717959,-2.522154055896386,-4.475524475524473,2.196193265007329,1694.6991404011462,13.510816636066103,-0.3410809100179324,0.9350081151647816,0.31810396056908274,99.62366715450554,-52.50139645300935,46.540002204990635,-44.17805642633229
7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37482,41583,42943,43969,43858,39093,40893,40676,40142,40067,40461,809827,815911,817392,800555,808923,810794,858800,859537,869535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10.941251800864404,3.270567299136662,2.389213608737162,-0.25245059018854654,-10.86460850927995,4.604404880669177,-0.5306531680238646,-1.3128134526502078,-0.18683672960988496,0.9833528839194416,1901.5002100788415,0.7512715678780868,0.18151489561974987,-2.0598439916221345,1.0452748405793466,0.23129519126048326,5.920862759221213,0.08581741965534295,1.1631843655363294
9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28519,28537,57074,30143,6287,5143,7800,3178,5766,2461,2701,25250,22681,19395,22225,42900,41780,40512,94827,31442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.06311581752516116,100.0,-47.186109261660306,-79.14275287794845,-18.196278034038492,51.66245382072721,-59.25641025641026,81.43486469477659,-57.31876517516476,9.752133279154807,834.8389485375786,-10.174257425742573,-14.487897359022972,14.591389533384902,93.02587176602925,-2.6107226107226156,-3.0349449497367176,134.07138625592418,-66.84277684625687
9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604753,445557,401554,405378,303114,410039,253563,276158,275655,371169,523997,3017882,4821041,4594479,4775181,4225173,7437286,5019365,8133134,7515720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-26.3241356388476,-9.87595302060118,0.9523003132829055,-25.226825333392533,35.27550690499284,-38.16124807640249,8.911000421985849,-0.18214210705466138,34.64983403167001,41.17477483302754,475.93497672696594,59.749155202224614,-4.6994414691764685,3.9330248326306494,-11.518055545957317,76.02323029139872,-32.51079762160551,62.03511798803234,-7.59134178780283
9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33910,36317,37195,43648,45343,43109,0,47615,51905,49022,50210,981996,929368,805463,763820,654180,648073,633322,646812,649584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,7.09820112061339,2.417600572734524,17.34910606264284,3.883339442815248,-4.92689058950665,-100.0,inf,9.009765830095562,-5.5543781909257355,2.423401737995179,1855.7777335192193,-5.35928863254026,-13.332178426629715,-5.170069885270956,-14.35416721217041,-0.9335351126601221,-2.2761324727306964,2.1300381164715665,0.4285634774864988
11544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,900,0,0,0,0,0,0,0,0,0,0,0,0,161600,84436,596600,979400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-25.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-47.75,606.5706570657067,64.16359369761983,-100.0
12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27848,111068,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,298.8365412237863,-100.0,0.0
12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416564,216597,232842,247608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-48.003908162971356,7.500103879555109,6.3416393949545125
12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407,4385,4053,3997,3725,3802,3648,3615,3614,3629,3648,73238,3629,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.4992058089403173,-7.571265678449257,-1.3816925734024155,-6.805103827870907,2.067114093959721,-4.050499736980539,-0.9046052631578982,-0.027662517289073207,0.4150525733259469,0.5235602094240788,1907.6206140350878,-95.04492203500915,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
14661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755385,690857,662945,520848,482972,397214,390095,349051,346894,319648,317414,6383094,6221319,5521331,5135731,5072214,5000525,4893341,4845340,4813220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-8.542398909165527,-4.040199346608631,-21.434206457549266,-7.2719872208398595,-17.756308854343526,-1.7922329021635708,-10.52153962496315,-0.6179612721350147,-7.854272486696223,-0.6988937831614805,1910.968010232693,-2.534429228208135,-11.251440409983804,-6.983823284639157,-1.2367664895221342,-1.4133670227636341,-2.1434549372315925,-0.9809453295815729,-0.6629049767405415
14745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,2977,3038,61885,63847,64767,68112,69807,73137,73492,74157,75122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,9.650092081031314,2.049042660396383,1937.0309414088215,3.17039670356305,1.440944758563445,5.164667191625361,2.4885482734319897,4.770295242597444,0.4853904316556523,0.9048603929679322,1.3012932022600676
16972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73355,68146,65431,62039,60847,59909,58884,59026,57972,56245,54342,1130636,1132730,947411,982478,998408,984610,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-7.101083770704109,-3.984092976843834,-5.184087053537311,-1.9213720401682788,-1.5415714825710358,-1.7109282411657656,0.2411520956456803,-1.7856537796903105,-2.9790243565859353,-3.3834118588318973,1980.593279599573,0.18520549496034988,-16.360385970178235,3.7013503115332247,1.6214103521910994,-1.3820001442296115,-100.0,0.0,0.0
18349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32567,40773,33004,33181,33722,33619,28344,27936,34851,35404,36096,736779,734100,726338,707562,670821,545717,547610,536235,1048982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,25.19728559584855,-19.054276114095114,0.5362986304690232,1.6304511618094653,-0.3054385860862374,-15.69053213956394,-1.4394580863674844,24.753006872852225,1.5867550428969146,1.9545814032312814,1941.1652260638298,-0.3636097120031878,-1.0573491349952335,-2.5850224000396493,-5.19261916270235,-18.649386348966413,0.34688309141917006,-2.0772082321360075,95.61983085773961
18748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,18000,18000,25000,25000,25000,25000,25000,25000,25000,25000,500000,500000,500000,500000,500000,475000,450000,450000,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,12.5,0.0,38.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,-5.000000000000004,-5.263157894736848,0.0,0.0
19475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,6655,5804,5174,4360,4878,4838,4713,4712,4623,4483,65657,46174,38728,49410,58222,59960,28102,116878,39686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,54.26518312471025,-12.787377911344855,-10.854583046175048,-15.732508697332815,11.880733944954125,-0.8200082000820008,-2.5837122778007426,-0.021217907914283796,-1.8887945670628237,-3.0283365779796623,1364.5772919919698,-29.67391138797082,-16.125958331528565,27.582111134063215,17.83444646832626,2.985125897427099,-53.132088058705804,315.90634118568073,-66.04493574496485
19481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,1031,1031,1031,924,3464,5795,5530,6110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,-10.378273520853543,274.8917748917749,67.2921478060046,-4.572907679033644,10.488245931283902
19617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6779854,6625001,5988054,11474890,11853332,6920592,6896994,6665482,13102028,6558848,7300974,143517768,133564734,241202593,140162587,152766432,138447515,145380997,155901862,157206522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-2.284016735463623,-9.614292888408615,91.62970140215836,3.298001113736171,-41.61479658209185,-0.34098238994583197,-3.356708734268876,96.56534966263506,-49.9402077296736,11.314883345367965,1865.7345444594102,-6.9350535050127,80.58853244899211,-41.89009941530769,8.992303345542553,-9.373078111819744,5.008021993027456,7.2367539204590825,0.8368469646629295
21175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9535,7750,5000,4500,0,3000,3500,3500,3000,2500,3000,60000,0,90000,80000,62500,15000,50000,50000,47500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-18.720503408495016,-35.483870967741936,-9.999999999999998,-100.0,inf,16.666666666666675,0.0,-14.28571428571429,-16.666666666666664,19.999999999999996,1900.0,-100.0,inf,-11.111111111111116,-21.875,-76.0,233.33333333333334,0.0,-5.000000000000004
22657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17585,16976,17365,16414,14729,277307,280097,296457,286812,276793,244152,238738,230735,211404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-3.463178845607051,2.2914703110273438,-5.476533256550531,-10.265626903862557,1782.7279516599906,1.0061051470031446,5.840833711178628,-3.2534229247411894,-3.493229014127719,-11.792567008558741,-2.2174710835872746,-3.3522103728773844,-8.37800940472837
24386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,17969,406439,627724,1400850,358438,283767,17545,16965,14994,9839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,22361.25,2161.889921531527,54.44482443859964,123.16336479089536,-74.4128207873791,-20.83233362534106,-93.81711051672676,-3.3057851239669422,-11.618037135278513,-34.38041883420034
33250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34381,40331,39971,39180,39026,36523,35931,34482,30401,29667,31978,622724,600346,548479,517687,512421,534889,490437,478927,431260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,17.306070213199142,-0.8926136222756731,-1.9789347276775615,-0.3930576824910714,-6.4136729359913875,-1.6208964214330712,-4.032729398012858,-11.83516037352822,-2.4143942633465976,7.789800114605461,1847.3513040215148,-3.593566331151521,-8.639517878023673,-5.614070912468849,-1.017216967009027,4.38467588174567,-8.310509283234468,-2.346886552197325,-9.952873820018503
35442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60527,60078,60891,60533,61154,59830,58227,56803,55435,54538,54513,1097391,1083383,1060544,1076064,1071658,1065857,1078301,1073378,1108000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.7418177011912053,1.3532407869769392,-0.5879358197434792,1.0258867064246058,-2.165025999934589,-2.6792578973758974,-2.44560083809916,-2.4083235040402773,-1.6181113015243054,-0.04583959807840099,1913.0812833636014,-1.2764821289768191,-2.108118735479514,1.4633999155150512,-0.4094551996907225,-0.5413107539905426,1.1675112139808652,-0.45655155656908475,3.225517944284295
35527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278640,269933,279438,285014,284546,281927,278126,277325,278433,280164,278180,5554666,5639326,5561834,5442580,5382255,5316593,5273492,5281623,5286672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-3.1248205569911036,3.5212441605879885,1.9954336919101978,-0.16420246023002294,-0.9204135710921935,-1.3482213480794702,-0.287998964498104,0.39953123591454087,0.6216935492560083,-0.7081566511043524,1896.788410381767,1.5241240427417146,-1.3741358453120078,-2.1441488544965526,-1.1083897710277069,-1.2199719262651065,-0.8106883487225769,0.15418625836542965,0.09559561521146342
36029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457605,481932,415255,420689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,5.316156947585804,-13.835354365346152,1.308593514828238
36066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015,10375,10842,11182,10174,10128,9564,10286,10578,10918,8008,158107,161891,158257,189734,194515,211151,173433,160632,134601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3.5946080878682007,4.501204819277116,3.135952776240547,-9.014487569307816,-0.45213288775309834,-5.568720379146919,7.549142618151405,2.8388100330546395,3.2142181886935184,-26.65323319289247,1874.363136863137,2.3933159189662767,-2.244720212982809,19.88979950333951,2.5198435704723465,8.552553787625627,-17.86304587712111,-7.3809482624414,-16.205363812938888
36104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385903,402053,409591,402383,397978,393642,393008,387757,384667,385718,383226,7560513,8634850,8535675,8367611,8248696,8262420,8143741,8141955,8120258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4.184989492178093,1.8748771928079222,-1.7598042925747848,-1.094728157004643,-1.0895074602113697,-0.16106004948659436,-1.3361051174530791,-0.7968908362711691,0.27322333342865157,-0.6460678526799324,1872.8601399696263,14.209842638984949,-1.148543402606883,-1.9689596897726314,-1.421134419370118,0.16637781292945242,-1.4363709421694848,-0.02193095286305846,-0.26648390957699775
36270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168523,169772,167162,167913,155341,156443,138758,138185,138647,138524,168630,6863852,7215689,3577190,3555339,3436750,3347841,3224256,3477518,3433739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.7411451255911583,-1.5373559833188,0.4492647850588005,-7.487210638842734,0.7094070464333413,-11.304436759714399,-0.41294916329148723,0.33433440677352877,-0.08871450518223023,21.733418035863817,3970.362331732195,5.125940943948093,-50.42483122540342,-0.6108425887358493,-3.335518778940627,-2.5870080744889834,-3.691483556118702,7.8548973778757025,-1.258915122797355
36644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794,22606,22297,21903,21921,21802,21802,21001,20571,20019,18997,372446,319771,309869,301371,293049,264281,254654,233345,224390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-4.992855341682779,-1.3668937450234453,-1.7670538637484912,0.08218052321600222,-0.5428584462387698,0.0,-3.6739748646913095,-2.047521546593023,-2.6833892372757795,-5.1051501073979715,1860.5516660525345,-14.142989856247612,-3.096590997932891,-2.742449228544963,-2.7613804911554185,-9.816788318677084,-3.6427136267836113,-8.367824577662242,-3.8376652595941585
36966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11768,12181,12150,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3.5095173351461506,-0.25449470486823556,-8.559670781893002,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358590,1455495,1285056,1226433,1226838,1294075,1325141,1421775,1464451,1550381,1530568,31362443,31160629,31166802,36372385,35734216,35861794,44923761,44021121,87061780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-38.289613709886,-11.710036791606981,-4.5619023606753295,0.033022594793186144,5.480511689399914,2.400633657245521,7.292356058713745,3.0016001125353853,5.867727906225606,-1.27794393765146,1949.0721745129913,-0.6434894118420575,0.019810254792984594,16.702332821955878,-1.754542628975253,0.3570191661683486,25.269140188580643,-2.0092707732106363,97.77274640507223
39263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74923,74732,78522,75895,74980,75914,75324,73830,71306,71794,71287,1402500,1476059,1433023,1413969,1339560,1279539,1234962,1233312,1209285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.2549283931502999,5.071455333725838,-3.3455592063370787,-1.2056130179853741,1.2456655108028736,-0.7771952472534704,-1.9834315755934417,-3.4186644995259363,0.6843743864471508,-0.7061871465582126,1867.3993855822239,5.244848484848474,-2.9156016121306805,-1.3296367190198666,-5.26242088758665,-4.480650362805694,-3.483832849174584,-0.13360734986177514,-1.9481688331906333
40417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35500,35500,27500,27500,27500,26500,26500,26500,26500,25500,25500,510000,510000,429923,459923,444923,444923,444923,419923,419923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,-22.535211267605636,0.0,0.0,-3.6363636363636376,0.0,0.0,0.0,-3.7735849056603765,0.0,1900.0,0.0,-15.70137254901961,6.977993733761623,-3.261415497811593,0.0,0.0,-5.61894979580736,0.0
40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,13000,0,3500,6000,5500,1000,5000,6000,8000,9000,180000,196000,226000,226000,96000,120000,146000,136000,216000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,62.5,-100.0,inf,71.42857142857142,-8.333333333333337,-81.81818181818181,400.0,19.999999999999996,33.33333333333333,12.5,1900.0,8.888888888888879,15.306122448979597,0.0,-57.52212389380531,25.0,21.666666666666657,-6.849315068493156,58.823529411764696
44365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19910,20956,21555,21911,22191,21604,21591,21651,21827,22069,22371,487940,445270,417292,419507,420658,422341,419065,410647,400736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,5.253641386238073,2.8583699179232758,1.6515889584783006,1.2778969467390766,-2.6452165292235597,-0.060174041844107684,0.2778935667639315,0.8128954782689046,1.108718559582167,1.368435361819742,2081.1273523758437,-8.744927655039557,-6.283378624205538,0.5308033703018467,0.2743696767872672,0.4000874819924949,-0.7756765267875942,-2.0087575913044553,-2.413508439121681
45319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8567,10537,11372,11467,11942,12432,12482,12776,12219,12611,13754,300500,1294440,341820,360900,405595,373341,407931,409331,413031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,22.995214194000233,7.92445667647339,0.8353851565247927,4.142321444144059,4.1031652989449,0.40218790218791156,2.3553917641403688,-4.35973700688791,3.208118503969226,9.063515978114346,2084.81896175658,330.76206322795343,-73.59321405395383,5.581885202738279,12.38431698531448,-7.9522676561594725,9.2649883082758,0.34319529528277215,0.9039139473921987
46392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,681,13570,13773,14187,14072,14216,15244,15579,16321,16772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.8888888888888946,1892.6578560939795,1.4959469417833438,3.0058810716619533,-0.8106012546697627,1.0233086981239259,7.231288688801341,2.1975859354500082,4.762821747223822,2.763311071625507
